IdProducto	DescProducto	Conjunto	Familia
@2665565	PR PORTAVELA 6.5CM AMA	OTROS ACCESORIOS	DECORACION
@2624176	PR LATA LONCHERA BUHO 22X17X9	LICENCIAS INFANTILES	ORGANIZACIÓN
@2610752	PORTA PAPEL AREZZO CROMADA	ACCESORIOS CROMADOS PORTAROLLO	BANOS Y COCINAS
@2585367	IO ARCHIVADOR DEXTER 35X37X61	CAJONERAS / ARCHIVEROS Y KARDEX	MUEBLES
@218286	CANALETA 50X20MM 2VIAS TCINO.	CANALETAS / CABLECANALES	ELECTRICIDAD
@1266837	O-TAB OSB 15MM X M2	TABLEROS DIMENSIONADOS POR M2 OTROS	MADERA Y TABLEROS
@1928902	PE MU/HO 1P90X35X35/PIT780/PFPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@2593033	ESCRIT/EST BL/RO 60X161X155	ESCRITORIOS MADERA	MUEBLES
@2870770	SBL DUO SIMONIZ REN / SILICO	PACK ASEO	ACCESORIOS AUTOMOVILES
@1616587	BAUL C/CUATRO BANDEJAS STANLEY.	CAJAS CARRO	HERRAMIENTAS Y MAQUINARIAS
@172650	AUTOROSCANTE PAN 8X1 100UN.	ROSCALATAS	FERRETERIA
@246246X	TROZ POLLO 100GR	SNACKS Y COMIDA HUMEDA PERROS	JARDIN
@1843753	TUERCA GORRO NICKEL 1/8 5 UN	TUERCAS	FERRETERIA
@1353012	MANUBRIO BOTON LATERAL PLOMER.	REPUESTOS/HERRAJES DE WC	PLOMERIA / GASFITERIA
@1185179	BISAG DANCO 35MM LATERAL X 2U.	BISAGRAS RETEN / PARCHE / CANGREJO 35MM	 FERRETERIA
@266948X	ARBOL MONTANA 250 LUZ LED CA	ARBOLES CON LUCES	TEMPORADA
@2720914	ALF PUZZLE AZUL 60X60CM 4PZS	ALFOMBRAS / TAPETES INFANTILES - JUVENIL	DECORACION
@2425505	BATID PED ARTI 4.8L NEGR	BATIDORAS DE PEDESTAL	LINEA BLANCA Y CLIMATIZACION
@2603799	MEZCLA COCINA PARED 8 MADRID	MEZCLADORA A LA PARED	BANOS Y COCINAS
@1142011	PLA PANDO 16CM ACTUALITE BLANC	VAJILLA PORCELANA GRANEL	MENAJE
@159158	FOCO HALOGENURO METALI 70W L/C.	AMPOLLETA/FOCOS HALUROMETAL	ILUMINACION Y VENTILADORES
@2506289	LONCHERA DUAL BERKLEY ROJA	LONCHERAS SOFT	MENAJE
@2720612	SB POUF INF 55X25CM ROJ	PUFFS Y PERAS	MUEBLES
@328901	PLACA TERM.CIEGA O PASACABLE	INTERRUPTORES VOLANTES	ELECTRICIDAD
@2575876	SARTEN ALUM FUND COPPER 28	SARTEN/FREIDORA/PAILA ALUMINIO	MENAJE
@252970X	SET DE 4 PLATO AZULES 27CM	JGO VAJILLAS OTROS	MENAJE
@2485184	SETX3 COLGANTE HOJA 11CM GOLD	ADORNOS COLGAR PLASTICO	TEMPORADA
@2015315	MINI LUCES MULTICOLOR X100	EXTENCIONES INTERIOR	TEMPORADA
@2122146	TIRADOR 128MM VICEN NIQ MAT	TIRADORES/JALADERAS  PLATEADOS	FERRETERIA
@1691031	DULLFINISH CHEMISA X GL	LIMPIADORES DE MADERA	PINTURA Y ACCESORIOS
@2461064	SBL COMBO PUERTA DALET 80CM	PUERTAS INTERIOR RUTEADAS	PUERTAS/VENTANAS/MOLDURAS
@2379988	CORT VELO 140X230 NAT 1P	CORTINAS DE COCINA	DECORACION
@2043238	LIS SL 07X36 PLAIN CONCRETO CH	LISTELOS BANOS	PISOS
@189545	PLACA DOBLE BAQUELITA MARFIL	INTERRUPTORES VOLANTES	ELECTRICIDAD
@2526506	PASTO SINT ROLLO 1X2M BRISTOL	PASTO SINTETICO DIMENSIONADO	JARDIN
@2175975	BISAG BISA OMEGA ZINC 3X3 3U	BISAGRAS OMEGA	FERRETERIA
@2907119	LX KOLOR STANDARD BLANCO 20 LT	TINTOMETRIA LATEX/VINILOS INTERIOR ESTANDAR	PINTURA Y ACCESORIOS
@2669633	GLOBO DE AGUA 6.5 CM SURT	LIMPIAPIES / TAPETES DE ENTRADA	TEMPORADA
@2272210	KOLOR ESTAND ACCENT 2.5 GL	TINTOMETRIA LATEX/VINILOS INTERIOR ESTANDAR	PINTURA Y ACCESORIOS
@1904442	PE RINCON INTERIOR COPETEPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@1646621	ESPEJO 50X100 C/MARCO DELUXE.	ESPEJOS CON MARCO	BANOS Y COCINAS
@39667	FOCO PYGMY 25W E14 220V.	INCANDESCENTES DECORATIVAS Y ESPECIALES	ILUMINACION Y VENTILADORES
@2454076	LLAVE DE SEGURIDAD 1/2	OTROS ACCESORIOS PARA CARGA	ACCESORIOS AUTOMOVILES
@169714	STOVE BOLT RED 3/16X21/2 5UN	ROSCALATAS	FERRETERIA
@380466	PALMERA CHAMAEDOREA ENANA.	PALMERAS	JARDIN
@1129252	ACONDICIONADOR METALES MAX LT	DILUYENTES ESPECIALES	PINTURA Y ACCESORIOS
@332739	GUANTE HILO P/D REDLINE X10PAR	GUANTES HILAZA	FERRETERIA
@30980X	BUSHING PVC-P RI 1 X3/4	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@2667797	ESTRELLA COLAPSABLE PLATA 60CM	ADORNOS COLGAR METAL	TEMPORADA
@1268910	PORTA CUBIERTOS PLANO CROMADO	ORGANIZADORES DE CUBIERTOS	ORGANIZACIÓN
@2087987	NIPLE  1/2 X 1 PVC	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@2707373	LLAVERO DESTAPADOR PERU	OTROS ACCESORIOS P/PUERTAS	FERRETERIA
@2431025	JGO SABANA QUEEN PORT CB	SABANAS ESTAMPADAS POLI ALGODON 2.5 PLAZA/QUEEN	DECORACION
@2374935	SBL MOCHILA TARGUS TERRA	OTROS COMPUTACION	CASA INTELIGENTE
@1735926	ASPIRAD IMACO IA1200WD DUAL	ASPIRADORAS DE TAMBOR SECO HUMEDO/MULTIUSOS	LINEA BLANCA Y CLIMATIZACION
@2504715	SBL JGO OLLAX9 PARIS-AZ MARMOL	BATERIA COCINA ANTIADHERENTE	MENAJE
@1950029	PE BASE 2P 60X70X58/PIN280/PFPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@52221X	RAID PASTILLAS RPTO 12.	REPELENTES PARA INSECTOS	JARDIN
@2284545	CONTROL REMOT INAL PARA ALARMA	ALARMAS ALAMBRICAS	CASA INTELIGENTE
@2281767	IO-CAMINO DE MESA ALHAMBRA	INDIVIDUALES TELA Y FIBRA	MENAJE
@2049155	IO COMOD MENTA 2C/ESP80X41X72	COMODAS CAJONERAS	MUEBLES
@2054264	LIQ. ESPANTA AVES 0.65 LTS	REPELENTES PARA ANIMALES	JARDIN
@201887X	CLM VID 150X22CM ABS D/ESP BLN	COLUMNAS CON JET	BANOS Y COCINAS
@260010	SOCKET DICROICO BASE GU10	PORTALAMPARA SOQUETE	ELECTRICIDAD
@2431017	JGO SABANA 2 PLZ  PORT CB	SABANAS ESTAMPADAS MICROFIBRA/POLIESTER	DECORACION
@1571877	CULTIVADOR 16 DELUXE ERGO.	CULTIVADOR/DESMALEZADOR/ESCARDILLO	JARDIN
@1737465	CORTINA BLACK OUT 140X220 ECRU	CORTINAS DE COCINA	DECORACION
@1372300	ESPONJA TEXTURADA TORREWS	HERRAMIENTAS COMPLEMENTOS	PISOS
@1349457	CASCO ECONOM C/RACHET AMARILLO	CASCOS	FERRETERIA
@309516	REDUC PVC-P 3/4 X1/2 C/R	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@2661810	SBL TABLA DE PLANCHAR	TABLAS DE PLANCHAR	ASEO
@2572389	TUPPER 730 ML AVENGERS	MENAJE INFANTIL	MENAJE
@2144646	CAMPANA EXTRC 60CM1MX3V DECOR	CAMPANAS DECORATIVAS (ISLA-PENINSULA) DE 90 CMS	LINEA BLANCA Y CLIMATIZACION
@416185	FERTI-LIQ BIDON X4LT.	FERTILIZANTES ARBOLES ARBUSTOS	JARDIN
@159284X	SENAL FOTOL SALID IZQ15X22.5.	SENALES/SENALIZADORES	FERRETERIA
@2125056	TARUGO (PACK X10) NYLN S12 FIS	NYLON/PLASTICOS	FERRETERIA
@1211153	FUNDA P/MOTOR-VIGA DONOSTI	PORTONES ELECTRICOS/MOTORES DE GARAJE	FERRETERIA
@2607476	PLATO DUCHA 15CM ABS BRAZO30CM	REGADERAS/CABEZALES/PLATO DE DUCHA	 BANOS Y COCINAS
@1181602	AGUARRAZ ECO 3L	AGUARRAS Y DILUYENTES AGUARRAS	PINTURA Y ACCESORIOS
@260387X	LLAVE COCINA MUEBLE VALENCIA	SENCILLA/LLAVE DE COCINA AL MUEBLE	BANOS Y COCINAS
@2851970	JUGUETE BOSCH TALADRO	OTROS	HERRAMIENTAS Y MAQUINARIAS
@2720477	TRAMPA P 1 1/4 CROM LAVATORIO	FLEXIBLES/MANGUERAS PARA AGUA	PLOMERIA / GASFITERIA
@2489511	PE PORC GREIGE 60X60 1.35	PORCELANATOS CEMENTICIOS	PISOS
@200108X	PERFORACION PASA CABLE	INST DECKING B3	MADERA Y TABLEROS
@2539101	SPRAY CHALKED AZUL SERENO 340G	ESMALTE	PINTURA Y ACCESORIOS
@1698516	CANASTILLA GEMELA MEDIANA	CAJAS Y CANASTOS PLASTICO RIGIDO	ORGANIZACIÓN
@2353792	ARTEFACTO ADO 4X18W EE ALM	ALTA EFICIENCIA	ILUMINACION Y VENTILADORES
@1686372	PE GRAN VERDE UBATUBA 60 CM	INST CUBIERTA COCINA GRANITO B3	BANOS Y COCINAS
@2582643	DESAGUE LAVADERO BRONCE 1 1/2	DESAGUES/CONTRAS Y CONTRACANASTAS	PLOMERIA / GASFITERIA
@2413582	MEZC LAVAT MONOC BAJA AL MUEBL	MONOMANDOS LAVATORIOS/LAVABOS BAJOS	BANOS Y COCINAS
@226224X	ESCRITORIO L NEGR 145X170.5X88	ESCRITORIOS VIDRIO	MUEBLES
@1908863	PE MURAL2P 90X45X35/XTB930/PFPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@1212575	PLACA CIEGA SIMPLE LIFE MF.	PLACAS ARMADAS COLOR	ELECTRICIDAD
@2542595	PR CANVAS SABUESO 60X60	CUADROS	DECORACION
@3106675	MACETA RATAN 56X19 MAR C/RIEGO	MACETEROS AUTORREGANTES	JARDIN
@2080524	PTA FLAMENCO HAYA EURO 65CM	PUERTAS INTERIOR ENCHAPADA/FOLIADA	PUERTAS/VENTANAS/MOLDURAS
@1729152	TIRAFON HEX 3/8X4 ZINC 2U	TIRAFONDOS/TORNILLO HEXAGONAL	FERRETERIA
@165379	TORN MAD AGLOM 5X2 6UN	TORNILLOS SOBERBIOS Y PERNOS UNION	FERRETERIA
@168904	STOVE BOLT METR M4X20 ZBR 4UN	ROSCALATAS	FERRETERIA
@211805X	PERFIL11.5MM 2.4M RODOPLST NEG	PLASTICO	PISOS
@1698591	MANTEQUILLERA LIBBEY	AZUCAREROS/CREMEROS/MERMELADERO	MENAJE
@2726068	BANCA PLEGABLE 183 CM - NW	SILLAS Y PISOS	AIRE LIBRE
@2396807	REPUESTO FILTRO ANTISARROX2	COMPLEMENTOS/CONSUMIBLES	PLOMERIA / GASFITERIA
@1612352	LAMP EMERG PREMIUM 20LED 600LM	BALASTOS	ILUMINACION Y VENTILADORES
@361356	VARILLA COBRE 3/4 P X 2.40M	POLO A TIERRA	ELECTRICIDAD
@2382296	REF SAM RT35K5930SL C/D 350L S	REFRIGERACION NO FROST	LINEA BLANCA Y CLIMATIZACION
@1751433	KOLOR SATINADO AZUL MAYA GL	LATEX/VINILOS INTERIOR PREMIUM	PINTURA Y ACCESORIOS
@1747444	TAB 18MM 2.15X2.44 CEREZO	MELAMINAS MADERAS	MADERA Y TABLEROS
@270496X	FLOTADOR NAVE C/PISTOLA UVP50	FLOTADORES INFLABLES	AIRE LIBRE
@1968238	PE MURAL ATLANTIS B 25X50	NUMEROS CERAMICOS	PISOS
@2638495	FUNDA P/COJIN BOT TURQ FASHION	FUNDAS DE ALMOHADA	DECORACION
@1000691	PISTOLA DE CALOR GHG630 DCE	OTROS TIPOS DE HTAS ELECTRICAS	HERRAMIENTAS Y MAQUINARIAS
@1010492	TIJERA PODA PROF ALUMINIO ERGO.	TIJERON DE PODA	JARDIN
@2585669	O-ALF TERRZ180X120 IKAT TURQU	OTROS ACCESORIOS	AIRE LIBRE
@2443163	HOJAS DE LIJAS P/LIJADORASG120	LIJA PARA LIJADORA	HERRAMIENTAS Y MAQUINARIAS
@1464450	CAD DECORATIV 4.5 X 10 CROMADA.	CADENAS DECORATIVAS	FERRETERIA
@392596	SOPORTE ANGULAR SIMP 4U HAYA.	OTROS ACCESORIOS PARA MUEBLES	FERRETERIA
@2258781	ESCALERA 8.53M TEL 28P FV	FIBRA DE VIDRIO	TABIQUERIA/TECHUMBRE/AISLACION
@2504960	TOALLA LIMPIADO ECOLOGICA X20U	OTROS	PINTURA Y ACCESORIOS
@2042665	LISTELO KANTU LEMON  40 X 5	LISTELOS BANOS	PISOS
@290733X	LX KOLOR SATINADO SUNSET 4LT	TINTOMETRIA LATEX/VINILOS INTERIOR ESTANDAR	PINTURA Y ACCESORIOS
@1185063	CIERRE MAGN GRAND MAR 8KG-2UN.	CONECTORES Y RETENES	FERRETERIA
@391514	ANGULO ANTIPALAN 2MTR NEGRO	ELEMENTOS SEGURIDAD P/PUERTAS	FERRETERIA
@2437805	SETX3 VASOS AVENGERS	MENAJE INFANTIL	MENAJE
@1851543	IO RELOJ FASHION FONDO ROJO	RELOJES	DECORACION
@1424203	CORTINA BANO RAYAS ROSADO	CORTINAS DE BANO POLYESTER	DECORACION
@1040324	SOPORTE PARA TV PLASMA 26-32	SOPORTES TV CONVENCIONAL	MUEBLES
@208791X	CODO 2 X 45 DESAGUE	FITTINGS/CONEXIONES PVC SANITARIOS	PLOMERIA / GASFITERIA
@2495368	NYLON 2.4MM  X 10 MT OREGON	CARRETES Y NYLON	JARDIN
@2396289	ACC.INST 1/2 BAÑO EST HUMBOLTD	REPUESTOS/HERRAJES DE WC	PLOMERIA / GASFITERIA
@1059122	BOTA DE SEGURIDAD CUERO T42	ZAPATOS CUERO CON PROTECCION	FERRETERIA
@413321	SIERRA COPA BI-METX 6U HSS BO	BROCA TIPO COPA	HERRAMIENTAS Y MAQUINARIAS
@2485028	BOLA TEXTIL VER/GOLD 8CM HN	ADORNOS COLGAR TEXTIL	TEMPORADA
@1571737	COPA CERVECERA TOSCANA 20OZ.	CERVECEROS GRANEL	MENAJE
@2523132	PUFF PATRON BLANCO Y NEGRO	OTROS	AIRE LIBRE
@2437422	CUADRO SKATE 60X80	CUADROS	DECORACION
@42045X	DISCO DIAM 7 SEGM CONCRETO	DISCOS DIAMANTADO	HERRAMIENTAS Y MAQUINARIAS
@2486199	ORG REVISTERO 10X28X33 FLORES	PAPELEROS	ORGANIZACIÓN
@2266067	SBL ATORN.INAL 12V Y SET25 AC	TALADROS INALAMBRICOS ROTACION	HERRAMIENTAS Y MAQUINARIAS
@1329294	O-BASE MAC PLAST C/RUEDA 37CM	PORTAMACETEROS CON RUEDA	JARDIN
@1543342	SBL SET 39PZ DESTO ALICATES	SETS DE DESTORNILLADORES/ATORNILLADORES	HERRAMIENTAS Y MAQUINARIAS
@2275546	PTA MEDITERRANEA CAOBILLA 85CM	PUERTAS INTERIOR ENCHAPADA/FOLIADA	PUERTAS/VENTANAS/MOLDURAS
@1212621	PLACA BL LUNA 3M+SOPORT SELENE	PLACAS SOLAS COLOR	ELECTRICIDAD
@1722247	IO LIBRERO 4 REPISAS COFFEE	ESTANTES MADERA OFICINA	MUEBLES
@2594897	SANDWICHER OSTERCOMPACT GRILL	SANDWICHERAS	LINEA BLANCA Y CLIMATIZACION
@318477	ESM VENCENAMEL NOGAL 1/4GL.	ESMALTE SINTETICO BRILLANTE	PINTURA Y ACCESORIOS
@2196344	SETX3 TAPERS SNACK MINNIE	MENAJE INFANTIL	MENAJE
@246036X	PORTA PASTILLA CLORO OVNI BAS	TERMOMETROS	AIRE LIBRE
@1844288	CABLE HDMI FULL 1.8 MTS	CABLES VIDEO	CASA INTELIGENTE
@236672X	MO 32.2X30 IRREG BEIGE	VIDRIO	PISOS
@1289500	NEBLINERO TUNNING OVALAD PL883.	KIT AMPOLLETAS/FOCOS	ACCESORIOS AUTOMOVILES
@2917084	PICK 75CM ESPIGA DOR GARDEN	PICKS	TEMPORADA
@2053411	SBL RAD CB1210/USBX2/PARL10CM	RADIOS	ACCESORIOS AUTOMOVILES
@2339080	ANTISOL X 4LT	CURADORES	OBRA GRUESA
@2257467	LAMP CLG 5L TULIP BCE ANT CB	COLGANTES NIQUEL	ILUMINACION Y VENTILADORES
@1867903	EQ ENT PL POST 34	ACTIVACION	CASA INTELIGENTE
@447730	ARBOLITO PORTAMACETAS COLONIAL.	PORTAMACETEROS COLGANTES	JARDIN
@2628279	TOALLA BANO GARDEN GRIS 75X140	TOALLAS DE CUERPO	DECORACION
@2433184	SPC PLUMILLA 14 HYBR X1	PLUMILLAS/LIMPIA PARABRISAS	ACCESORIOS AUTOMOVILES
@2115433	BOMBA PERIF 0.5HP 1X1DAB	PERIFERICAS	PLOMERIA / GASFITERIA
@2085151	MEL 18MM 2.13X2.44M INVIERNO	MELAMINAS DISENO	MADERA Y TABLEROS
@2515652	IO TAP REC 600ML C/BRO STAR WA	MENAJE INFANTIL	MENAJE
@463639	STOVE BOLT RED 5/32X2 100U	ROSCALATAS	FERRETERIA
@2777088	SPOT LED INTEGRADO RED 10W LB	SPOTS LED INTEGRADO	ILUMINACION Y VENTILADORES
@2537915	JGO METAL BL 2 PER	SILLAS	AIRE LIBRE
@2034026	OVAL ACAP CC Y LLAVE BAJA CART	VANITORIOS/BACHA/OVALIN LOZA	BANOS Y COCINAS
@2154773	IO LIJA D/PAPELX3 320 C/RESPL	LIJA MADERA/MULTIUSO	PINTURA Y ACCESORIOS
@2526794	ATTOM S310 5W30 API SN DE 1L	ACEITES	ACCESORIOS AUTOMOVILES
@2260158	RADIO INALAMBRICA	OTRAS HERRAMIENTAS INALAMBRICAS	HERRAMIENTAS Y MAQUINARIAS
@2210924	REPISA DE VIDRIO MALTA	ACCESORIOS CROMADOS REPISA	BANOS Y COCINAS
@198442X	"REDUCC. 2 1/2"" X 2"" AGUA C/R"	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@2669285	GLOBO AGUA PESEBRE C/MUSICA	GLOBOS / ESFERAS DE AGUA	TEMPORADA
@2627779	PSO MAD 30X60 FORESTA BEI 1.44	MARMOLADOS Y LISOS BRILLANTES/MARMOLEADOS	PISOS
@2255405	QUILT ESTAMPADO 1.5PZ	PLUMON/EDREDON LISO MAS DE 144 HILOS	DECORACION
@100610X	ESPONJA INSTITUCIONAL X 6.	ESPONJAS/ ESPONJILLAS/ LANAS	ASEO
@492779	PLICA PREPINTADA 8X40X2130MM	 PILASTRAS / TAPALUCES PINO	PUERTAS/VENTANAS/MOLDURAS
@2662558	GUIA TRANS ALU MATE ADH X0 9MT	CUBREJUNTAS METALICO	PISOS
@2573385	ADH DISCO DIAM 7 SEGM CONCRETO	ADH ESMERILES Y TRONZADORAS	ALQUILER DE HERRAMIENTAS
@2610418	CURVA SEL 5/8.TIGRE	FITTING/CONEXIONES TUBOS RIGIDOS PVC	ELECTRICIDAD
@250846X	RACK P/CUCHILLOS ALUM 38.5CM	CUCHILLOS COCINA/AFILAD GRANEL	MENAJE
@2379953	CORT 135X250 FLORES NAT 2P	CORTINA TELA HOGAR	DECORACION
@1629514	TIR ZAM VERONA DORADO 96M	TIRADORES/JALADERAS  PLATEADOS	FERRETERIA
@2719886	CAPUCHA PLAYA COCODRILO 60X120	TOALLAS DE PLAYA	DECORACION
@2466112	INST. PROY. BARCELONA	INST SANITARIOS	BANOS Y COCINAS
@2667657	CORONA C/POINSETTIA DORADA/B	CORONAS OTRAS	TEMPORADA
@1822217	TAB MELA LACA AD NEGRO 185X260	MELAMINAS UNICOLOR NO BLANCAS	MADERA Y TABLEROS
@1525158	CERR MAN YALE BANO LONDON ACE	CERRADURAS MANILLA OTROS ACABADOS	FERRETERIA
@1482793	PISTOLA CALAFATERA F3C XL	PISTOLAS DE CALAFATEO	PINTURA Y ACCESORIOS
@2531542	LAMPPIE KENDAL 1 LUZ	PIE RUSTICAS	ILUMINACION Y VENTILADORES
@2532840	VASO NAVIDENO	VASOS Y COPAS	TEMPORADA
@2042630	LIST. KANTU ORIANA 30 X 7	LISTELOS BANOS	PISOS
@2044463	PARR CARBON T/ARGENTINA C/PATA	PARRILLA/ASADOR A CARBON	AIRE LIBRE
@2596024	THOR CACH OPTIM CRECIMIEN 18KG	COMIDA SECA CACHORROS	JARDIN
@2502607	ISLA CUARZO BL ESTELAR 20MM	 INST CUBIERTA BANO GRANITO B3	BANOS Y COCINAS
@2504146	CARPA INSTANT FLATIRON 4 PERS	CARPAS/TIENDA DE CAMPAÑA 6 Y MAS PERSONAS	AIRE LIBRE
@2366711	MO 30X30 COLORFULL	VIDRIO	PISOS
@264035X	DOWNLIGHT EMP CIRCULAR 18W LF	DOWNLIGHTS EMBUTIDOS LED INTEGRADO	ILUMINACION Y VENTILADORES
@2580861	IO ESCRIT VIDRIO SCOOTER MOTO	ESCRITORIOS VIDRIO	MUEBLES
@1698265	ARRANCADOR S-10 AZUL 4-65W	AMP SODIO	ILUMINACION Y VENTILADORES
@1859692	CONVERT RSA HEMBRA A BNC MACHO	CABLES VIDEO	CASA INTELIGENTE
@2916940	PICK BALL 40CM NOEL	PICKS	TEMPORADA
@2106140	PUERTA LISA HDF NATURAL .70	PUERTAS INTERIOR ECONOMICA	PUERTAS/VENTANAS/MOLDURAS
@2604728	SB BOTELLA PORTATIL P/LIQU AZ	TERMOS LIQUIDO	MENAJE
@2510952	SBL SET  DESARMADORES 48PZAS	SETS PARA HOGAR	HERRAMIENTAS Y MAQUINARIAS
@2610035	IO MUNECO CUERPO DE SOGA	JUGUETES PERROS	JARDIN
@1743775	SPOT ADOSA 2XE27 CEN FROST BCO	SPOTS DICROICOS LLANOS DIRIGIBLES	ILUMINACION Y VENTILADORES
@2044684	DETECTOR DE MATERIALES S200	DETECTOR DE MATERIALES	HERRAMIENTAS Y MAQUINARIAS
@1407600	ANTENA OMNIDIREC 2.4G 8DBI	ANTENAS TELEVISION	CASA INTELIGENTE
@81558	PREMATEK X4LT	PRESERVANTES E INSECTICIDAS	PINTURA Y ACCESORIOS
@100501	"CUCHILLO DE COCINA 6"" MPLAST."	CUCHILLOS COCINA/AFILAD GRANEL	MENAJE
@265248X	PH LED BULB 9-80W E27X3LF	LED STANDARD (E27/E14)	ILUMINACION Y VENTILADORES
@2268167	ESPEJO MARRON 78X109CM	ESPEJOS DECORATIVOS	DECORACION
@186309	ENCHUFE GIRATORIO 2P+T TICINO.	ENCHUFE/CLAVIJA VOLANTE DOMICILIARIO	ELECTRICIDAD
@1645676	LAMPARA EMERGENCIA RECARGABLE.	EMERGENCIA FLOURESCENTE	ILUMINACION Y VENTILADORES
@2092204	IO REPISA VIDRIO 20X60 FROZEN	REPISAS INFANTILES	ORGANIZACIÓN
@2632012	SET PISCINA EST OVAL 549CM	PISCINAS ESTRUCTURALES	AIRE LIBRE
@2390086	PE MUBAN2CAJ60X70X45ELY-916/4C	ANAQUELES/REPISAS	BANOS Y COCINAS
@2526360	MODULO 120X46.5X183 4PUER+2CAJ	CLOSETS /ROPEROS MADERA	MUEBLES
@2088231	TEE 11/2 CR	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@1389033	ORG.COLGANTE ZAPATOS 6DIVIS CO	ORGANIZACION TELA	ORGANIZACIÓN
@2638398	PLAM 8MM AC4 BALI DRIFTWOOD2.2	PISOS LAMINADOS 8MM	 PISOS
@2674203	PLATO VIDRIO PLATEADO REDOND	VAJILLAS Y PIEZA SUELTA VAJILLAS	TEMPORADA
@8378X	MALLA CUADRADA 1/2PXMETRO	MALLA ALAMBRE / ESLABONADA	TABIQUERIA/TECHUMBRE/AISLACION
@2631261	REFLECTOR LED SILVER 50W IP65	REFLECTORES LED	ILUMINACION Y VENTILADORES
@2581930	SBL CAJA CON ASA N30-FUCSIA	CAJAS HASTA 50 LTS	ORGANIZACIÓN
@2117681	PERFIL 8MM 2.4M RODOPLST BEIG	PLASTICO	PISOS
@2486296	BOTA SEGURIDAD PANTHER T44	ZAPATOS CUERO CON PROTECCION	FERRETERIA
@2397897	MEDIDOR DE TEMPERATURA DIGITAL	ACCESORIOS Y REPUESTOS BBQ	AIRE LIBRE
@1730916	CRECE MAS ACTIVADO FLOR SACHET	FERTILIZANTES GENERICO	JARDIN
@161268	PERNO ANCLAJE 1/4X2 1/4 1UN	PERNOS ANCLAJE/BROCAS	FERRETERIA
@2484234	BOLA MORADA PINTADA 8CM GOLD	ADORNOS COLGAR PLASTICO	TEMPORADA
@2366266	JGO SABANA QUEEN FUNES CB	SABANAS ESTAMPADAS POLI ALGODON 2.5 PLAZA/QUEEN	DECORACION
@205597X	PLAFON DARKWOOD 26CM 1XE27	PLAFONES REDONDOS VIDRIO	ILUMINACION Y VENTILADORES
@156914	KIT CERR Y MANI PR I GENOVA DO	CERRADURAS DE EMBUTIR OTROS ACABADOS	FERRETERIA
@1221418	TETERA A. INOX 3.4LTS M/NEGRO.	ACERO/ALUMINIO/ANTIADHERENTE	MENAJE
@1663321	ARBOL CANADIENSE 1.8M	ARBOLES SIN LUCES	TEMPORADA
@2662272	RODON ALU PLAT BRIL 10MMX2.7MT	METALICO	PISOS
@8610X	ANTICORR NEGRO GL	ANTICORROSIVOS	PINTURA Y ACCESORIOS
@242845	DRIZA DE 5/16 BLANC X ML	POLIPROPILENO TRENZADO	FERRETERIA
@16870X	ARANDELA PRESION ZINC 3/16 5U	TUERCAS	FERRETERIA
@1211447	TIJERA ALUMINIO PROFESIONAL 22.	TIJERON DE PODA	JARDIN
@2432986	SB COJINES DE EXTERIOR	COJINES DECORATIVOS	AIRE LIBRE
@207334X	O-MACET PIEDRAS -P	MACETEROS DE PIEDRA	JARDIN
@2258390	CORT ENR DIA/NOCHE LIN 120X165	ENROLLABLES TELA DIA/NOCHE	DECORACION
@2372630	ARR EXTENSION 3X14AWG 20M	ADH GENERADORES BAJA CAPACIDAD SODIMAC	ALQUILER DE HERRAMIENTAS
@217409	AUTOTRANS MONO 220-110V 50VA.	TRANSFORMADORES DOMICILIARIOS	ELECTRICIDAD
@2736497	SBL TATUAJE MUNDIAL PERU	OTROS	CASA INTELIGENTE
@2588978	ABRAZADERA 2X2-1/2PG 1UND	CREMALLERAS	PLOMERIA / GASFITERIA
@2521857	MACETA ESTANDAR 15 TERRAVERDE	MACETEROS CERAMICA	JARDIN
@2364336	SBL-O-VASO PLASTICO RWB	VASOS Y COPAS ACRIL/MELAM	MENAJE
@1972308	AZ RT 30X60 LI1.62 BRICK BLANCO CERAMICA EXTERIOR	 RUSTICO Y RUSTICO DECORADO	PISOS
@2630567	SBL ESM 1010 W/KIT BAUKER	ESMER ANGULAR 41/2	HERRAMIENTAS Y MAQUINARIAS
@2517787	JGO SAB 250HILOS QUEEN BLANCO	SABANAS LISAS ALGODON 2.5 PLAZA/QUEEN	DECORACION
@1751069	SPOT CUAD ZAMAC 9.8CM	SPOTS DICROICOS LLANOS DIRIGIBLES	ILUMINACION Y VENTILADORES
@2054957	SBL PACK 2 REFLE PARED E27 24W	LAMPARAS DE EMERGENCIA	ILUMINACION Y VENTILADORES
